,District_Key_1,District_Key_2
3098,UT_Nainital,UT_Pauri Garhwal
3099,UT_Nainital,UT_Udham Singh Nagar
3100,UT_Pauri Garhwal,UP_Bijnor
3101,UT_Pauri Garhwal,UT_Almora
3102,UT_Pauri Garhwal,UT_Chamoli
3103,UT_Pauri Garhwal,UT_Dehradun
3104,UT_Pauri Garhwal,UT_Haridwar
3105,UT_Pauri Garhwal,UT_Nainital
3106,UT_Pauri Garhwal,UT_Rudraprayag
3107,UT_Pauri Garhwal,UT_Tehri Garhwal
3108,UT_Pithoragarh,UT_Almora
3109,UT_Pithoragarh,UT_Bageshwar
3110,UT_Pithoragarh,UT_Chamoli
3111,UT_Pithoragarh,UT_Champawat
3112,UT_Rudraprayag,UT_Chamoli
3113,UT_Rudraprayag,UT_Pauri Garhwal
3114,UT_Rudraprayag,UT_Tehri Garhwal
3115,UT_Rudraprayag,UT_Uttarkashi
3116,UT_Tehri Garhwal,UT_Dehradun
3117,UT_Tehri Garhwal,UT_Pauri Garhwal
3118,UT_Tehri Garhwal,UT_Rudraprayag
3119,UT_Tehri Garhwal,UT_Uttarkashi
3120,UT_Udham Singh Nagar,UP_Bareilly
3121,UT_Udham Singh Nagar,UP_Bijnor
3122,UT_Udham Singh Nagar,UP_Moradabad
3123,UT_Udham Singh Nagar,UP_Pilibhit
3124,UT_Udham Singh Nagar,UP_Rampur
3125,UT_Udham Singh Nagar,UT_Champawat
3126,UT_Udham Singh Nagar,UT_Nainital
3127,UT_Uttarkashi,HP_Kinnaur
3128,UT_Uttarkashi,HP_Shimla
3129,UT_Uttarkashi,UT_Chamoli
3130,UT_Uttarkashi,UT_Dehradun
3131,UT_Uttarkashi,UT_Rudraprayag
3132,UT_Uttarkashi,UT_Tehri Garhwal
3133,WB_Alipurduar,WB_Cooch Behar
3134,WB_Alipurduar,WB_Jalpaiguri
3135,WB_Bankura,WB_Hooghly
3136,WB_Bankura,WB_Jhargram
3137,WB_Bankura,WB_Paschim Bardhaman
3138,WB_Bankura,WB_Paschim Medinipur
3139,WB_Bankura,WB_Purba Bardhaman
3140,WB_Bankura,WB_Purulia
3141,WB_Birbhum,JH_Dumka
3142,WB_Birbhum,JH_Jamtara
3143,WB_Birbhum,JH_Pakur
3144,WB_Birbhum,WB_Murshidabad
3145,WB_Birbhum,WB_Paschim Bardhaman
3146,WB_Birbhum,WB_Purba Bardhaman
3147,WB_Cooch Behar,WB_Alipurduar
3148,WB_Cooch Behar,WB_Jalpaiguri
3149,WB_Dakshin Dinajpur,WB_Malda
3150,WB_Dakshin Dinajpur,WB_Uttar Dinajpur
3151,WB_Darjeeling,BR_Kishanganj
3152,WB_Darjeeling,WB_Jalpaiguri
3153,WB_Darjeeling,WB_Kalimpong
3154,WB_Darjeeling,WB_Uttar Dinajpur
3155,WB_Hooghly,WB_Bankura
3156,WB_Hooghly,WB_Howrah
3157,WB_Hooghly,WB_Nadia
3158,WB_Hooghly,WB_North 24 Parganas
3159,WB_Hooghly,WB_Paschim Medinipur
3160,WB_Hooghly,WB_Purba Bardhaman
3161,WB_Howrah,WB_Hooghly
3162,WB_Howrah,WB_Kolkata
3163,WB_Howrah,WB_North 24 Parganas
3164,WB_Howrah,WB_Paschim Medinipur
3165,WB_Howrah,WB_Purba Medinipur
3166,WB_Howrah,WB_South 24 Parganas
3167,WB_Jalpaiguri,WB_Alipurduar
3168,WB_Jalpaiguri,WB_Cooch Behar
3169,WB_Jalpaiguri,WB_Darjeeling
3170,WB_Jalpaiguri,WB_Kalimpong
3171,WB_Jhargram,JH_East Singhbhum
3172,WB_Jhargram,OR_Balasore
3173,WB_Jhargram,OR_Mayurbhanj
3174,WB_Jhargram,WB_Bankura
3175,WB_Jhargram,WB_Paschim Medinipur
3176,WB_Jhargram,WB_Purulia
3177,WB_Kalimpong,WB_Darjeeling
3178,WB_Kalimpong,WB_Jalpaiguri
3179,WB_Kolkata,WB_Howrah
3180,WB_Kolkata,WB_North 24 Parganas
3181,WB_Kolkata,WB_South 24 Parganas
3182,WB_Malda,BR_Katihar
3183,WB_Malda,JH_Sahibganj
3184,WB_Malda,WB_Dakshin Dinajpur
3185,WB_Malda,WB_Murshidabad
3186,WB_Malda,WB_Uttar Dinajpur
3187,WB_Murshidabad,JH_Pakur
3188,WB_Murshidabad,JH_Sahibganj
3189,WB_Murshidabad,WB_Birbhum
3190,WB_Murshidabad,WB_Malda
3191,WB_Murshidabad,WB_Nadia
3192,WB_Murshidabad,WB_Purba Bardhaman
3193,WB_Nadia,WB_Hooghly
3194,WB_Nadia,WB_Murshidabad
3195,WB_Nadia,WB_North 24 Parganas
3196,WB_Nadia,WB_Purba Bardhaman
3197,WB_North 24 Parganas,WB_Hooghly
3198,WB_North 24 Parganas,WB_Howrah
3199,WB_North 24 Parganas,WB_Kolkata
3200,WB_North 24 Parganas,WB_Nadia
3201,WB_North 24 Parganas,WB_South 24 Parganas
3202,WB_Paschim Bardhaman,JH_Dhanbad
3203,WB_Paschim Bardhaman,JH_Jamtara
3204,WB_Paschim Bardhaman,WB_Bankura
3205,WB_Paschim Bardhaman,WB_Birbhum
3206,WB_Paschim Bardhaman,WB_Purba Bardhaman
3207,WB_Paschim Bardhaman,WB_Purulia
3208,WB_Paschim Medinipur,OR_Balasore
3209,WB_Paschim Medinipur,WB_Bankura
3210,WB_Paschim Medinipur,WB_Hooghly
3211,WB_Paschim Medinipur,WB_Howrah
3212,WB_Paschim Medinipur,WB_Jhargram
3213,WB_Paschim Medinipur,WB_Purba Medinipur
3214,WB_Purba Bardhaman,WB_Bankura
3215,WB_Purba Bardhaman,WB_Birbhum
3216,WB_Purba Bardhaman,WB_Hooghly
3217,WB_Purba Bardhaman,WB_Murshidabad
3218,WB_Purba Bardhaman,WB_Nadia
3219,WB_Purba Bardhaman,WB_Paschim Bardhaman
3220,WB_Purba Medinipur,OR_Balasore
3221,WB_Purba Medinipur,WB_Howrah
3222,WB_Purba Medinipur,WB_Paschim Medinipur
3223,WB_Purba Medinipur,WB_South 24 Parganas
3224,WB_Purulia,JH_Bokaro
3225,WB_Purulia,JH_Dhanbad
3226,WB_Purulia,JH_East Singhbhum
3227,WB_Purulia,JH_Ramgarh
3228,WB_Purulia,JH_Ranchi
3229,WB_Purulia,WB_Bankura
3230,WB_Purulia,WB_Jhargram
3231,WB_Purulia,WB_Paschim Bardhaman
3232,WB_South 24 Parganas,WB_Howrah
3233,WB_South 24 Parganas,WB_Kolkata
3234,WB_South 24 Parganas,WB_North 24 Parganas
3235,WB_South 24 Parganas,WB_Purba Medinipur
3236,WB_Uttar Dinajpur,BR_Katihar
3237,WB_Uttar Dinajpur,BR_Kishanganj
3238,WB_Uttar Dinajpur,BR_Purnia
3239,WB_Uttar Dinajpur,WB_Dakshin Dinajpur
3240,WB_Uttar Dinajpur,WB_Darjeeling
3241,WB_Uttar Dinajpur,WB_Malda
