districtid,timeid,dose1,dose2
HR_Jind,6,76170.0,20295.0
HR_Jind,7,80833.0,40177.0
HR_Kaithal,1,5504.0,106.0
HR_Kaithal,2,3107.0,2626.0
HR_Kaithal,3,61069.0,3609.0
HR_Kaithal,4,48156.0,17396.0
HR_Kaithal,5,54838.0,4309.0
HR_Kaithal,6,82226.0,17454.0
HR_Kaithal,7,79828.0,36423.0
HR_Karnal,1,10619.0,305.0
HR_Karnal,2,12463.0,5750.0
HR_Karnal,3,119606.0,10629.0
HR_Karnal,4,94732.0,35437.0
HR_Karnal,5,78920.0,14643.0
HR_Karnal,6,123316.0,43657.0
HR_Karnal,7,108996.0,81884.0
HR_Kurukshetra,1,5188.0,28.0
HR_Kurukshetra,2,5351.0,2722.0
HR_Kurukshetra,3,83063.0,3824.0
HR_Kurukshetra,4,46294.0,20014.0
HR_Kurukshetra,5,60001.0,3940.0
HR_Kurukshetra,6,72130.0,26286.0
HR_Kurukshetra,7,75851.0,50066.0
HR_Mahendragarh,1,3890.0,0.0
HR_Mahendragarh,2,4370.0,2832.0
HR_Mahendragarh,3,84191.0,3478.0
HR_Mahendragarh,4,54575.0,21525.0
HR_Mahendragarh,5,61724.0,3837.0
HR_Mahendragarh,6,86202.0,26557.0
HR_Mahendragarh,7,65344.0,48271.0
HR_Nuh,1,4133.0,187.0
HR_Nuh,2,1156.0,1642.0
HR_Nuh,3,19530.0,1072.0
HR_Nuh,4,21563.0,3774.0
HR_Nuh,5,31286.0,859.0
HR_Nuh,6,37397.0,5561.0
HR_Nuh,7,40335.0,11653.0
HR_Palwal,1,4826.0,0.0
HR_Palwal,2,2774.0,2139.0
HR_Palwal,3,61237.0,1814.0
HR_Palwal,4,59631.0,14713.0
HR_Palwal,5,89891.0,5900.0
HR_Palwal,6,66223.0,23505.0
HR_Palwal,7,64773.0,25925.0
HR_Panchkula,1,7859.0,170.0
HR_Panchkula,2,13414.0,4478.0
HR_Panchkula,3,72502.0,9256.0
HR_Panchkula,4,40792.0,32815.0
HR_Panchkula,5,60110.0,4574.0
HR_Panchkula,6,71740.0,28746.0
HR_Panchkula,7,75179.0,46292.0
HR_Panipat,1,5860.0,13.0
HR_Panipat,2,5086.0,2742.0
HR_Panipat,3,75516.0,4965.0
HR_Panipat,4,60803.0,20672.0
HR_Panipat,5,60053.0,6402.0
HR_Panipat,6,80288.0,24765.0
HR_Panipat,7,72217.0,52344.0
HR_Rewari,1,5597.0,117.0
HR_Rewari,2,5692.0,3620.0
HR_Rewari,3,91769.0,5737.0
HR_Rewari,4,47212.0,27419.0
HR_Rewari,5,68653.0,2351.0
HR_Rewari,6,80992.0,31016.0
HR_Rewari,7,56300.0,56331.0
HR_Rohtak,1,8797.0,63.0
HR_Rohtak,2,5634.0,3789.0
HR_Rohtak,3,77045.0,7902.0
HR_Rohtak,4,55467.0,20188.0
HR_Rohtak,5,60561.0,8495.0
HR_Rohtak,6,92318.0,26495.0
HR_Rohtak,7,86053.0,49983.0
HR_Sirsa,1,5922.0,113.0
HR_Sirsa,2,16874.0,3393.0
HR_Sirsa,3,108445.0,13802.0
HR_Sirsa,4,57170.0,34034.0
HR_Sirsa,5,54975.0,3399.0
HR_Sirsa,6,95955.0,21701.0
HR_Sirsa,7,97768.0,46236.0
HR_Sonipat,1,9950.0,449.0
HR_Sonipat,2,10584.0,4860.0
HR_Sonipat,3,122945.0,6461.0
HR_Sonipat,4,90121.0,38947.0
HR_Sonipat,5,100688.0,17856.0
HR_Sonipat,6,122018.0,47692.0
HR_Sonipat,7,119667.0,75057.0
HR_Yamunanagar,1,7680.0,212.0
HR_Yamunanagar,2,7801.0,4742.0
HR_Yamunanagar,3,104738.0,6797.0
HR_Yamunanagar,4,66790.0,28375.0
HR_Yamunanagar,5,53105.0,6720.0
HR_Yamunanagar,6,104904.0,26469.0
HR_Yamunanagar,7,80415.0,67202.0
JH_Deoghar,1,8228.0,156.0
JH_Deoghar,2,7121.0,4529.0
JH_Deoghar,3,54515.0,7595.0
JH_Deoghar,4,18985.0,12797.0
JH_Deoghar,5,99440.0,11851.0
JH_Deoghar,6,98983.0,17295.0
JH_Deoghar,7,96457.0,24044.0
JH_Dhanbad,1,21175.0,195.0
JH_Dhanbad,2,12637.0,14172.0
JH_Dhanbad,3,154490.0,11051.0
JH_Dhanbad,4,60125.0,35139.0
JH_Dhanbad,5,88020.0,10087.0
JH_Dhanbad,6,126196.0,57985.0
JH_Dhanbad,7,141998.0,75292.0
JH_Dumka,1,7882.0,172.0
JH_Dumka,2,15233.0,4166.0
JH_Dumka,3,82924.0,8095.0
JH_Dumka,4,10974.0,13095.0
JH_Dumka,5,60735.0,3658.0
JH_Dumka,6,71960.0,14892.0
JH_Dumka,7,110544.0,27967.0
JH_East Singhbhum,1,12251.0,246.0
JH_East Singhbhum,2,21798.0,8604.0
JH_East Singhbhum,3,156962.0,18559.0
JH_East Singhbhum,4,78585.0,38762.0
JH_East Singhbhum,5,152361.0,22353.0
JH_East Singhbhum,6,196608.0,81132.0
JH_East Singhbhum,7,152337.0,101880.0
JH_Garhwa,1,10343.0,178.0
JH_Garhwa,2,9402.0,5790.0
JH_Garhwa,3,57510.0,6738.0
JH_Garhwa,4,17441.0,9501.0
JH_Garhwa,5,60626.0,5003.0
JH_Garhwa,6,70142.0,17846.0
JH_Garhwa,7,68629.0,14777.0
JH_Giridih,1,12589.0,235.0
JH_Giridih,2,15878.0,8509.0
JH_Giridih,3,118474.0,8592.0
JH_Giridih,4,22062.0,18264.0
JH_Giridih,5,74134.0,3225.0
JH_Giridih,6,161164.0,24663.0
JH_Giridih,7,172140.0,34826.0
JH_Godda,1,7043.0,195.0
JH_Godda,2,7631.0,3717.0
JH_Godda,3,59074.0,6378.0
JH_Godda,4,8917.0,9033.0
JH_Godda,5,72712.0,3398.0
JH_Godda,6,123780.0,18831.0
JH_Godda,7,102103.0,23565.0
JH_Gumla,1,7314.0,182.0
JH_Gumla,2,5031.0,4329.0
JH_Gumla,3,71684.0,4008.0
JH_Gumla,4,10877.0,5926.0
JH_Gumla,5,53500.0,5975.0
JH_Gumla,6,67931.0,14691.0
JH_Gumla,7,62410.0,27112.0
JH_Hazaribagh,1,10874.0,241.0
JH_Hazaribagh,2,13508.0,6231.0
JH_Hazaribagh,3,106076.0,9988.0
JH_Hazaribagh,4,23823.0,16359.0
JH_Hazaribagh,5,90463.0,10205.0
JH_Hazaribagh,6,125351.0,32696.0
JH_Hazaribagh,7,126909.0,37507.0
JH_Jamtara,1,3780.0,126.0
JH_Jamtara,2,4699.0,3028.0
JH_Jamtara,3,50189.0,3927.0
JH_Jamtara,4,11269.0,9493.0
JH_Jamtara,5,39610.0,2170.0
JH_Jamtara,6,55342.0,11316.0
JH_Jamtara,7,74045.0,21911.0
JH_Khunti,1,5804.0,98.0
JH_Khunti,2,7406.0,2892.0
JH_Khunti,3,41720.0,5689.0
JH_Khunti,4,5164.0,4064.0
JH_Khunti,5,29989.0,3171.0
JH_Khunti,6,40653.0,10280.0
JH_Khunti,7,22448.0,18800.0
JH_Koderma,1,4077.0,235.0
JH_Koderma,2,2730.0,2911.0
JH_Koderma,3,48613.0,2076.0
JH_Koderma,4,10207.0,6271.0
JH_Koderma,5,49982.0,1902.0
JH_Koderma,6,84666.0,12251.0
JH_Koderma,7,63712.0,23992.0
JH_Latehar,1,6260.0,225.0
JH_Latehar,2,5170.0,4359.0
JH_Latehar,3,39064.0,4443.0
JH_Latehar,4,9369.0,5075.0
JH_Latehar,5,29661.0,1019.0
JH_Latehar,6,49024.0,8478.0
JH_Latehar,7,32019.0,11311.0
JH_Lohardaga,1,3266.0,154.0
JH_Lohardaga,2,4261.0,2076.0
JH_Lohardaga,3,37281.0,2693.0
JH_Lohardaga,4,4633.0,4584.0
JH_Lohardaga,5,27238.0,1269.0
JH_Lohardaga,6,40330.0,8224.0
JH_Lohardaga,7,19815.0,8977.0
JH_Pakur,1,4496.0,82.0
JH_Pakur,2,14074.0,3091.0
JH_Pakur,3,34230.0,3450.0
JH_Pakur,4,11177.0,8611.0
JH_Pakur,5,47282.0,5526.0
JH_Pakur,6,66827.0,8063.0
JH_Pakur,7,57356.0,10854.0
JH_Palamu,1,10690.0,255.0
JH_Palamu,2,11388.0,8319.0
JH_Palamu,3,131992.0,8390.0
JH_Palamu,4,25477.0,17445.0
JH_Palamu,5,81083.0,9915.0
JH_Palamu,6,124942.0,32400.0
JH_Palamu,7,124457.0,34308.0
JH_Ramgarh,1,6556.0,236.0
JH_Ramgarh,2,4799.0,3963.0
JH_Ramgarh,3,50603.0,4417.0
JH_Ramgarh,4,26742.0,11614.0
JH_Ramgarh,5,49317.0,6291.0
JH_Ramgarh,6,59027.0,19052.0
JH_Ramgarh,7,75552.0,26126.0
JH_Ranchi,1,24039.0,69.0
JH_Ranchi,2,36048.0,14289.0
JH_Ranchi,3,159334.0,24775.0
JH_Ranchi,4,66081.0,46711.0
JH_Ranchi,5,158670.0,22971.0
JH_Ranchi,6,173378.0,69915.0
JH_Ranchi,7,207893.0,84595.0
JH_Sahibganj,1,6494.0,161.0
JH_Sahibganj,2,6661.0,3162.0
JH_Sahibganj,3,31700.0,3487.0
JH_Sahibganj,4,10585.0,6819.0
JH_Sahibganj,5,53590.0,2478.0
JH_Sahibganj,6,75663.0,11801.0
JH_Sahibganj,7,79220.0,15840.0
JH_Saraikela-Kharsawan,1,6555.0,158.0
JH_Saraikela-Kharsawan,2,5336.0,4599.0
JH_Saraikela-Kharsawan,3,60451.0,4979.0
JH_Saraikela-Kharsawan,4,23462.0,11526.0
JH_Saraikela-Kharsawan,5,48309.0,5567.0
JH_Saraikela-Kharsawan,6,59384.0,14663.0
JH_Saraikela-Kharsawan,7,73330.0,26182.0
JH_Simdega,1,4621.0,130.0
JH_Simdega,2,4794.0,3024.0
JH_Simdega,3,36838.0,3472.0
JH_Simdega,4,7540.0,2926.0
JH_Simdega,5,37856.0,1770.0
JH_Simdega,6,64650.0,9613.0
JH_Simdega,7,40860.0,13177.0
JH_West Singhbhum,1,10140.0,83.0
JH_West Singhbhum,2,11731.0,12016.0
JH_West Singhbhum,3,80297.0,5921.0
JH_West Singhbhum,4,24845.0,15876.0
JH_West Singhbhum,5,50338.0,5193.0
JH_West Singhbhum,6,110887.0,20540.0
JH_West Singhbhum,7,85276.0,24284.0
JK_Baramulla,1,10286.0,44.0
JK_Baramulla,2,17418.0,2663.0
JK_Baramulla,3,108973.0,14461.0
JK_Baramulla,4,62283.0,29784.0
JK_Baramulla,5,80991.0,2783.0
JK_Baramulla,6,79073.0,19010.0
JK_Baramulla,7,57950.0,51051.0
JK_Budgam,1,10399.0,55.0
JK_Budgam,2,10606.0,3956.0
JK_Budgam,3,65266.0,10210.0
JK_Budgam,4,66728.0,15638.0
JK_Budgam,5,54804.0,1882.0
JK_Budgam,6,51022.0,14782.0
JK_Budgam,7,47383.0,52218.0
JK_Doda,1,4962.0,80.0
JK_Doda,2,10384.0,1805.0
JK_Doda,3,23344.0,7182.0
JK_Doda,4,27809.0,13670.0
JK_Doda,5,27565.0,1124.0
JK_Doda,6,42971.0,5232.0
JK_Doda,7,64443.0,13930.0
JK_Ganderbal,1,4024.0,37.0
JK_Ganderbal,2,3782.0,775.0
JK_Ganderbal,3,32598.0,3405.0
JK_Ganderbal,4,35146.0,9783.0
JK_Ganderbal,5,10247.0,541.0
JK_Ganderbal,6,25118.0,9487.0
JK_Ganderbal,7,27795.0,18959.0
JK_Jammu,1,22096.0,123.0
JK_Jammu,2,49529.0,10442.0
JK_Jammu,3,187743.0,31540.0
JK_Jammu,4,172507.0,85340.0
JK_Jammu,5,90939.0,22506.0
JK_Jammu,6,79165.0,51685.0
JK_Jammu,7,108150.0,125038.0
JK_Kathua,1,6035.0,21.0
JK_Kathua,2,11719.0,3165.0
JK_Kathua,3,52619.0,4877.0
JK_Kathua,4,61467.0,22108.0
JK_Kathua,5,49674.0,925.0
JK_Kathua,6,54494.0,15547.0
JK_Kathua,7,69595.0,35571.0
JK_Kishtwar,1,2315.0,67.0
JK_Kishtwar,2,5449.0,939.0
JK_Kishtwar,3,13344.0,5162.0
JK_Kishtwar,4,22881.0,5856.0
JK_Kishtwar,5,10894.0,771.0
JK_Kishtwar,6,35767.0,5057.0
JK_Kishtwar,7,13965.0,12853.0
JK_Kulgam,1,4170.0,74.0
JK_Kulgam,2,7143.0,1553.0
JK_Kulgam,3,25622.0,5016.0
JK_Kulgam,4,48151.0,5159.0
JK_Kulgam,5,23637.0,962.0
JK_Kulgam,6,60589.0,12634.0
JK_Kulgam,7,43297.0,35392.0
JK_Kupwara,1,6635.0,21.0
JK_Kupwara,2,10142.0,2048.0
JK_Kupwara,3,23289.0,7634.0
JK_Kupwara,4,35715.0,7754.0
JK_Kupwara,5,48214.0,2119.0
JK_Kupwara,6,114887.0,10210.0
JK_Kupwara,7,121776.0,32301.0
JK_Pulwama,1,7250.0,14.0
JK_Pulwama,2,13654.0,2101.0
JK_Pulwama,3,30248.0,8652.0
JK_Pulwama,4,46487.0,11984.0
JK_Pulwama,5,41068.0,2264.0
JK_Pulwama,6,63985.0,11645.0
JK_Pulwama,7,47818.0,35216.0
JK_Punch,1,4210.0,103.0
JK_Punch,2,6433.0,2330.0
JK_Punch,3,30969.0,4178.0
JK_Punch,4,37611.0,9495.0
JK_Punch,5,33366.0,1312.0
JK_Punch,6,67068.0,6537.0
JK_Punch,7,73866.0,21060.0
JK_Rajouri,1,6279.0,158.0
JK_Rajouri,2,10603.0,2393.0
JK_Rajouri,3,34566.0,6829.0
JK_Rajouri,4,42875.0,13125.0
JK_Rajouri,5,73354.0,1042.0
JK_Rajouri,6,92280.0,11723.0
JK_Rajouri,7,51053.0,23678.0
JK_Ramban,1,2940.0,111.0
JK_Ramban,2,2808.0,995.0
JK_Ramban,3,26352.0,3417.0
JK_Ramban,4,25180.0,13612.0
JK_Ramban,5,13537.0,1069.0
JK_Ramban,6,58880.0,9490.0
JK_Ramban,7,34732.0,19776.0
JK_Reasi,1,3925.0,106.0
JK_Reasi,2,5581.0,1739.0
JK_Reasi,3,22108.0,4384.0
JK_Reasi,4,28050.0,7603.0
JK_Reasi,5,24222.0,260.0
JK_Reasi,6,55971.0,7115.0
JK_Reasi,7,42858.0,16174.0
JK_Samba,1,4277.0,185.0
JK_Samba,2,10450.0,2386.0
JK_Samba,3,33563.0,5079.0
JK_Samba,4,41846.0,13940.0
JK_Samba,5,6568.0,639.0
JK_Samba,6,38428.0,14495.0
JK_Samba,7,57291.0,28108.0
JK_Shopiyan,1,2985.0,100.0
JK_Shopiyan,2,4279.0,1115.0
JK_Shopiyan,3,24650.0,3490.0
JK_Shopiyan,4,36891.0,6149.0
JK_Shopiyan,5,1487.0,601.0
JK_Shopiyan,6,24761.0,8506.0
JK_Shopiyan,7,26415.0,23198.0
JK_Srinagar,1,14917.0,13.0
JK_Srinagar,2,22429.0,6162.0
JK_Srinagar,3,31546.0,18210.0
JK_Srinagar,4,95830.0,14064.0
JK_Srinagar,5,98551.0,13894.0
JK_Srinagar,6,134539.0,26574.0
JK_Srinagar,7,94377.0,52065.0
JK_Udhampur,1,6017.0,280.0
JK_Udhampur,2,11147.0,3587.0
JK_Udhampur,3,43134.0,6887.0
JK_Udhampur,4,53857.0,16986.0
JK_Udhampur,5,58173.0,690.0
JK_Udhampur,6,64917.0,16734.0
JK_Udhampur,7,69920.0,34120.0
KA_Belagavi,1,29189.0,0.0
KA_Belagavi,2,30596.0,24269.0
KA_Belagavi,3,310337.0,14394.0
KA_Belagavi,4,190031.0,91331.0
KA_Belagavi,5,163053.0,15000.0
KA_Belagavi,6,467715.0,98883.0
KA_Belagavi,7,418084.0,197364.0
KA_Bengaluru Rural,1,6837.0,155.0
KA_Bengaluru Rural,2,12472.0,4477.0
KA_Bengaluru Rural,3,66336.0,6706.0
KA_Bengaluru Rural,4,63383.0,31391.0
KA_Bengaluru Rural,5,90108.0,9710.0
KA_Bengaluru Rural,6,127471.0,22333.0
KA_Bengaluru Rural,7,76649.0,44368.0
KA_Bengaluru Urban,1,107849.0,935.0
KA_Bengaluru Urban,2,160866.0,70039.0
KA_Bengaluru Urban,3,914907.0,82708.0
KA_Bengaluru Urban,4,612851.0,458581.0
KA_Bengaluru Urban,5,2121520.0,130591.0
KA_Bengaluru Urban,6,2090221.0,623224.0
KA_Bengaluru Urban,7,1262201.0,690609.0
KA_Bidar,1,7378.0,25.0
KA_Bidar,2,12247.0,5252.0
KA_Bidar,3,112692.0,5123.0
KA_Bidar,4,72437.0,54732.0
KA_Bidar,5,116333.0,12774.0
KA_Bidar,6,158262.0,24660.0
KA_Bidar,7,128208.0,48721.0
KA_Chamarajanagara,1,4713.0,210.0
KA_Chamarajanagara,2,5096.0,3014.0
KA_Chamarajanagara,3,91220.0,3038.0
KA_Chamarajanagara,4,48911.0,21119.0
KA_Chamarajanagara,5,58724.0,11773.0
KA_Chamarajanagara,6,90625.0,23134.0
KA_Chamarajanagara,7,102296.0,47295.0
KA_Chikkaballapura,1,9426.0,228.0
KA_Chikkaballapura,2,12876.0,5669.0
KA_Chikkaballapura,3,115324.0,3159.0
KA_Chikkaballapura,4,95550.0,37563.0
KA_Chikkaballapura,5,57443.0,11875.0
KA_Chikkaballapura,6,142074.0,31352.0
KA_Chikkaballapura,7,87114.0,66113.0
KA_Chikkamagaluru,1,8612.0,442.0
KA_Chikkamagaluru,2,12913.0,5502.0
KA_Chikkamagaluru,3,112124.0,4736.0
KA_Chikkamagaluru,4,55915.0,38993.0
KA_Chikkamagaluru,5,75033.0,7189.0
KA_Chikkamagaluru,6,77354.0,34158.0
KA_Chikkamagaluru,7,49337.0,75384.0
KA_Chitradurga,1,9302.0,212.0
KA_Chitradurga,2,14922.0,7941.0
KA_Chitradurga,3,130510.0,6244.0
KA_Chitradurga,4,88413.0,55627.0
KA_Chitradurga,5,108636.0,18037.0
KA_Chitradurga,6,155076.0,36325.0
KA_Chitradurga,7,116945.0,87933.0
KA_Dakshina Kannada,1,29056.0,186.0
KA_Dakshina Kannada,2,25044.0,23264.0
KA_Dakshina Kannada,3,143237.0,14107.0
KA_Dakshina Kannada,4,95617.0,53997.0
KA_Dakshina Kannada,5,171440.0,35486.0
KA_Dakshina Kannada,6,326257.0,84284.0
KA_Dakshina Kannada,7,207416.0,100715.0
KA_Davanagere,1,9710.0,99.0
KA_Davanagere,2,17943.0,7179.0
KA_Davanagere,3,100107.0,6029.0
KA_Davanagere,4,63661.0,38031.0
KA_Davanagere,5,129170.0,19204.0
KA_Davanagere,6,193827.0,32279.0
KA_Davanagere,7,103341.0,51192.0
KA_Dharwad,1,12831.0,215.0
KA_Dharwad,2,18634.0,10444.0
KA_Dharwad,3,143033.0,7470.0
KA_Dharwad,4,64005.0,50476.0
KA_Dharwad,5,90474.0,5919.0
KA_Dharwad,6,243295.0,55531.0
KA_Dharwad,7,155346.0,72213.0
KA_Gadag,1,9225.0,870.0
KA_Gadag,2,11026.0,3362.0
KA_Gadag,3,92364.0,6078.0
KA_Gadag,4,43909.0,35522.0
KA_Gadag,5,55743.0,14709.0
KA_Gadag,6,88401.0,25170.0
KA_Gadag,7,73313.0,38510.0
KA_Hassan,1,13329.0,304.0
KA_Hassan,2,18626.0,8319.0
KA_Hassan,3,143144.0,9058.0
KA_Hassan,4,123762.0,51621.0
KA_Hassan,5,99575.0,22988.0
KA_Hassan,6,173123.0,35625.0
KA_Hassan,7,117142.0,100746.0
KA_Haveri,1,5804.0,275.0
KA_Haveri,2,7239.0,3745.0
KA_Haveri,3,90389.0,3704.0
KA_Haveri,4,38425.0,20527.0
KA_Haveri,5,47235.0,9235.0
KA_Haveri,6,136240.0,28121.0
KA_Haveri,7,142306.0,50431.0
KA_Kalaburagi,1,12379.0,250.0
KA_Kalaburagi,2,13018.0,7771.0
KA_Kalaburagi,3,128343.0,7391.0
KA_Kalaburagi,4,66886.0,37293.0
KA_Kalaburagi,5,101986.0,12533.0
KA_Kalaburagi,6,249025.0,50146.0
KA_Kalaburagi,7,177088.0,68692.0
KA_Kodagu,1,4905.0,1075.0
KA_Kodagu,2,6261.0,3018.0
KA_Kodagu,3,50443.0,2539.0
KA_Kodagu,4,32399.0,22557.0
KA_Kodagu,5,51728.0,5583.0
KA_Kodagu,6,53548.0,16684.0
KA_Kodagu,7,40534.0,36615.0
KA_Kolar,1,10777.0,165.0
KA_Kolar,2,12447.0,7090.0
KA_Kolar,3,112140.0,5491.0
KA_Kolar,4,67722.0,42406.0
KA_Kolar,5,244855.0,22753.0
KA_Kolar,6,135056.0,29275.0
KA_Kolar,7,105177.0,53687.0
KA_Koppal,1,7664.0,76.0
KA_Koppal,2,6634.0,3635.0
KA_Koppal,3,132630.0,4604.0
KA_Koppal,4,60236.0,42653.0
KA_Koppal,5,82061.0,9502.0
KA_Koppal,6,104180.0,28821.0
KA_Koppal,7,92709.0,47923.0
KA_Mandya,1,10672.0,1028.0
KA_Mandya,2,15691.0,7513.0
KA_Mandya,3,166098.0,6669.0
KA_Mandya,4,84830.0,56586.0
KA_Mandya,5,126053.0,20933.0
KA_Mandya,6,191442.0,39936.0
KA_Mandya,7,145382.0,78500.0
KA_Mysuru,1,25727.0,286.0
KA_Mysuru,2,33791.0,19345.0
KA_Mysuru,3,342276.0,17356.0
KA_Mysuru,4,272372.0,113335.0
KA_Mysuru,5,173311.0,13161.0
KA_Mysuru,6,340017.0,121765.0
KA_Mysuru,7,254492.0,218102.0
KA_Raichur,1,10270.0,317.0
KA_Raichur,2,13740.0,7711.0
KA_Raichur,3,113282.0,4650.0
KA_Raichur,4,42751.0,33802.0
KA_Raichur,5,112740.0,24163.0
KA_Raichur,6,159368.0,26869.0
KA_Raichur,7,123344.0,46247.0
KA_Ramanagara,1,6808.0,169.0
KA_Ramanagara,2,10233.0,4756.0
KA_Ramanagara,3,119266.0,3817.0
KA_Ramanagara,4,65176.0,34286.0
KA_Ramanagara,5,93976.0,21654.0
KA_Ramanagara,6,120622.0,44131.0
KA_Ramanagara,7,69970.0,75036.0
KA_Shivamogga,1,13251.0,77.0
KA_Shivamogga,2,14006.0,9495.0
KA_Shivamogga,3,125636.0,6978.0
KA_Shivamogga,4,93369.0,41349.0
KA_Shivamogga,5,134451.0,17294.0
KA_Shivamogga,6,175701.0,49791.0
KA_Shivamogga,7,100114.0,87344.0
KA_Tumakuru,1,16391.0,245.0
KA_Tumakuru,2,46427.0,15594.0
KA_Tumakuru,3,168440.0,14686.0
KA_Tumakuru,4,125098.0,76960.0
KA_Tumakuru,5,198138.0,12031.0
KA_Tumakuru,6,291152.0,54970.0
KA_Tumakuru,7,174750.0,101069.0
KA_Udupi,1,17543.0,229.0
KA_Udupi,2,17591.0,14085.0
KA_Udupi,3,120699.0,8779.0
KA_Udupi,4,52917.0,37754.0
KA_Udupi,5,119375.0,31417.0
KA_Udupi,6,156860.0,74219.0
KA_Udupi,7,118310.0,54168.0
KA_Uttara Kannada,1,12990.0,53.0
KA_Uttara Kannada,2,23155.0,10768.0
KA_Uttara Kannada,3,139142.0,9525.0
KA_Uttara Kannada,4,56294.0,39600.0
KA_Uttara Kannada,5,118182.0,9169.0
KA_Uttara Kannada,6,126199.0,44071.0
KA_Uttara Kannada,7,96764.0,83544.0
KA_Vijayapura,1,13519.0,2246.0
KA_Vijayapura,2,10364.0,4301.0
KA_Vijayapura,3,156797.0,6178.0
KA_Vijayapura,4,67356.0,38884.0
KA_Vijayapura,5,77767.0,23088.0
KA_Vijayapura,6,220839.0,43808.0
KA_Vijayapura,7,179398.0,61169.0
KA_Yadgir,1,5010.0,243.0
KA_Yadgir,2,7495.0,2924.0
KA_Yadgir,3,79414.0,2288.0
KA_Yadgir,4,37684.0,25321.0
KA_Yadgir,5,68473.0,9627.0
KA_Yadgir,6,90281.0,21516.0
KA_Yadgir,7,75572.0,60815.0
KL_Idukki,1,8060.0,581.0
KL_Idukki,2,21416.0,6525.0
KL_Idukki,3,108959.0,10377.0
KL_Idukki,4,79751.0,42574.0
KL_Idukki,5,109436.0,10993.0
KL_Idukki,6,85358.0,55519.0
KL_Idukki,7,208963.0,89474.0
KL_Kannur,1,28484.0,0.0
KL_Kannur,2,52881.0,22080.0
KL_Kannur,3,256903.0,19060.0
KL_Kannur,4,112288.0,103475.0
KL_Kannur,5,228313.0,14697.0
KL_Kannur,6,126601.0,196422.0
KL_Kannur,7,429063.0,148931.0
KL_Kasaragod,1,8247.0,45.0
KL_Kasaragod,2,40764.0,5580.0
KL_Kasaragod,3,112264.0,8340.0
KL_Kasaragod,4,106041.0,67827.0
KL_Kasaragod,5,131202.0,9570.0
KL_Kasaragod,6,85853.0,74698.0
KL_Kasaragod,7,159898.0,115627.0
KL_Kollam,1,20251.0,2.0
KL_Kollam,2,35573.0,17699.0
KL_Kollam,3,300318.0,15947.0
KL_Kollam,4,113261.0,128798.0
KL_Kollam,5,230911.0,24659.0
KL_Kollam,6,177457.0,177041.0
KL_Kollam,7,440187.0,141489.0
KL_Kottayam,1,26180.0,0.0
KL_Kottayam,2,38200.0,20977.0
KL_Kottayam,3,252663.0,21392.0
KL_Kottayam,4,99818.0,74621.0
KL_Kottayam,5,164342.0,25802.0
KL_Kottayam,6,126108.0,136524.0
KL_Kottayam,7,358432.0,140043.0
KL_Kozhikode,1,30178.0,1.0
KL_Kozhikode,2,58770.0,24685.0
KL_Kozhikode,3,283144.0,24974.0
KL_Kozhikode,4,171551.0,117167.0
KL_Kozhikode,5,279618.0,23144.0
KL_Kozhikode,6,240114.0,188058.0
KL_Kozhikode,7,443666.0,207872.0
KL_Malappuram,1,22107.0,1.0
KL_Malappuram,2,52517.0,17181.0
KL_Malappuram,3,277207.0,14419.0
KL_Malappuram,4,154026.0,95556.0
KL_Malappuram,5,251923.0,24334.0
KL_Malappuram,6,244234.0,186733.0
KL_Malappuram,7,390718.0,223494.0
KL_Palakkad,1,23878.0,515.0
KL_Palakkad,2,49441.0,16154.0
KL_Palakkad,3,252424.0,24755.0
KL_Palakkad,4,71438.0,101545.0
KL_Palakkad,5,165725.0,12843.0
KL_Palakkad,6,191755.0,151096.0
KL_Palakkad,7,455233.0,114170.0
KL_Pathanamthitta,1,17242.0,708.0
KL_Pathanamthitta,2,60512.0,15786.0
KL_Pathanamthitta,3,205771.0,14045.0
KL_Pathanamthitta,4,78796.0,102440.0
KL_Pathanamthitta,5,130365.0,13602.0
KL_Pathanamthitta,6,123576.0,121184.0
KL_Pathanamthitta,7,264054.0,114294.0
KL_Thiruvananthapuram,1,44687.0,797.0
KL_Thiruvananthapuram,2,91097.0,36290.0
KL_Thiruvananthapuram,3,462197.0,32973.0
KL_Thiruvananthapuram,4,120234.0,180348.0
KL_Thiruvananthapuram,5,356121.0,43212.0
KL_Thiruvananthapuram,6,304958.0,240754.0
KL_Thiruvananthapuram,7,578434.0,209488.0
KL_Thrissur,1,35325.0,0.0
KL_Thrissur,2,37881.0,29529.0
KL_Thrissur,3,394837.0,21476.0
KL_Thrissur,4,145571.0,105362.0
KL_Thrissur,5,196951.0,24623.0
KL_Thrissur,6,201564.0,192275.0
KL_Thrissur,7,592079.0,257829.0
KL_Wayanad,1,10938.0,672.0
KL_Wayanad,2,33122.0,9157.0
KL_Wayanad,3,82470.0,10125.0
KL_Wayanad,4,72255.0,55115.0
KL_Wayanad,5,113505.0,12275.0
KL_Wayanad,6,74699.0,52275.0
KL_Wayanad,7,216082.0,71143.0
MH_Amravati,1,16212.0,66.0
MH_Amravati,2,26133.0,8600.0
MH_Amravati,3,145960.0,11065.0
MH_Amravati,4,109058.0,67440.0
MH_Amravati,5,118936.0,45971.0
MH_Amravati,6,140487.0,45289.0
MH_Amravati,7,135177.0,73403.0
MH_Aurangabad,1,17191.0,26.0
